EXEC_FULLNAME;CO_PER_ROL;CONAME;TITLEANN;SALARY;BONUS;STOCK_AWARDS;OPTION_AWARDS;AGE;GVKEY;YEAR;BECAMECEO;PCEO;TITLE;GENDER;SICDESC;TICKER;SIC
James A. Simms;37937;VICOR CORP;Chief Financial Officer, Principal Accounting Officer, Vice President, Secretary and Director;299.158;0;0;13.738;52;21238;2012;;;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Philip D. Davies;45490;VICOR CORP;Vice President of Global Sales & Marketing;256.539;125;0;0;52;21238;2012;;;Corporate VP of Global Sales & Marketing and Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Patrizio Vinciarelli, Ph.D.;7853;VICOR CORP;Founder, Chairman, Chief Executive Officer and President;390.142;0;0;0;66;21238;2013;01/01/1981;CEO;Founder, Chairman, CEO & President;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Barry Kelleher;7856;VICOR CORP;Director and President of Vicor Brick Business Unit;354.9;0;0;330.717;64;21238;2013;;;Corporate Vice President, Director and President of Vicor Brick Business Unit;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Claudio Tuozzolo;35194;VICOR CORP;Director and President of Picor Corporation;301.687;0;0;106.702;50;21238;2013;;;Corporate VP & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
James A. Simms;37937;VICOR CORP;Chief Financial Officer, Vice President, Secretary and Director;308.639;0;0;238.773;53;21238;2013;;;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Philip D. Davies;45490;VICOR CORP;Vice President of Global Sales & Marketing;268.5;0;0;346.743;53;21238;2013;;;Corporate VP of Global Sales & Marketing and Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Patrizio Vinciarelli, Ph.D.;7853;VICOR CORP;Founder, Chairman, Chief Executive Officer and President;390.142;0;0;0;67;21238;2014;01/01/1981;CEO;Founder, Chairman, CEO & President;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Barry Kelleher;7856;VICOR CORP;Director and President of Vicor Brick Business Unit;354.9;0;0;26.69;65;21238;2014;;;Corporate Vice President, Director and President of Vicor Brick Business Unit;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Claudio Tuozzolo;35194;VICOR CORP;Director and President of Picor Corporation;316.771;0;0;26.69;51;21238;2014;;;Corporate VP & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
James A. Simms;37937;VICOR CORP;Chief Financial Officer, Vice President, Secretary, Treasurer and Director;318.509;0;0;26.69;54;21238;2014;;;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Philip D. Davies;45490;VICOR CORP;Vice President of Global Sales & Marketing;281.925;0;0;0;54;21238;2014;;;Corporate VP of Global Sales & Marketing and Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Michael S. McNamara;55285;VICOR CORP;;234.381;0;0;0;53;21238;2014;;;Corporate VP, GM of Operations & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Patrizio Vinciarelli, Ph.D.;7853;VICOR CORP;Founder, Chairman, Chief Executive Officer and President;390.142;0;0;0;68;21238;2015;01/01/1981;CEO;Founder, Chairman, CEO & President;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Barry Kelleher;7856;VICOR CORP;Corporate Vice President, Director and President of Vicor Brick Business Unit;350.805;0;0;27.278;66;21238;2015;;;Corporate Vice President, Director and President of Vicor Brick Business Unit;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Claudio Tuozzolo;35194;VICOR CORP;Corporate Vice President, Director and President of Picor Corporation;330.504;0;0;27.278;52;21238;2015;;;Corporate VP & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
James A. Simms;37937;VICOR CORP;Chief Financial Officer, Vice President, Secretary, Treasurer and Director;330.494;0;0;27.278;55;21238;2015;;;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Philip D. Davies;45490;VICOR CORP;Corporate Vice President of Global Sales and Marketing;296.021;30;0;0;55;21238;2015;;;Corporate VP of Global Sales & Marketing and Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Michael S. McNamara;55285;VICOR CORP;;259.979;0;0;223.449;54;21238;2015;;;Corporate VP, GM of Operations & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Patrizio Vinciarelli, Ph.D.;7853;VICOR CORP;Founder, Chairman, Chief Executive Officer and President;390.142;0;0;0;69;21238;2016;01/01/1981;CEO;Founder, Chairman, CEO & President;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Claudio Tuozzolo;35194;VICOR CORP;Corporate Vice President, Director and President of Picor Corporation;344.919;0;0;23.782;53;21238;2016;;;Corporate VP & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
James A. Simms;37937;VICOR CORP;Chief Financial Officer, Corporate Vice President, Treasurer, Secretary and Director;341.524;0;0;23.782;56;21238;2016;;;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Philip D. Davies;45490;VICOR CORP;Corporate Vice President of Global Sales and Marketing;309.839;0;0;0;56;21238;2016;;;Corporate VP of Global Sales & Marketing and Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Michael S. McNamara;55285;VICOR CORP;President of the Brick Business Unit;283.091;0;0;0;55;21238;2016;;;Corporate VP, GM of Operations & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Patrizio Vinciarelli, Ph.D.;7853;VICOR CORP;Founder, Chairman, Chief Executive Officer and President;390.142;0;0;1619.75;70;21238;2017;01/01/1981;CEO;Founder, Chairman, CEO & President;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Claudio Tuozzolo;35194;VICOR CORP;Corporate Vice President, Director and President of Picor Corporation;359.649;0;0;56.892;54;21238;2017;;;Corporate VP & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
James A. Simms;37937;VICOR CORP;C.F.O., Corporate VP, Treasurer, Secretary & Director;351.77;0;0;23.404;57;21238;2017;;;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Philip D. Davies;45490;VICOR CORP;Corporate Vice President of Global Sales and Marketing;323.165;0;0;0;57;21238;2017;;;Corporate VP of Global Sales & Marketing and Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Michael S. McNamara;55285;VICOR CORP;President of the Brick Business Unit;295.742;0;0;36.813;56;21238;2017;;;Corporate VP, GM of Operations & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Patrizio Vinciarelli, Ph.D.;7853;VICOR CORP;Founder, Chairman, Chief Executive Officer and President;390.142;0;0;0;71;21238;2018;01/01/1981;CEO;Founder, Chairman, CEO & President;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Claudio Tuozzolo;35194;VICOR CORP;Corporate Vice President, Director and President of Picor Corporation;374.893;0;0;24.142;55;21238;2018;;;Corporate VP & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
James A. Simms;37937;VICOR CORP;C.F.O., Corporate VP, Treasurer, Secretary & Director;360.307;0;0;24.142;58;21238;2018;;;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Philip D. Davies;45490;VICOR CORP;Corporate Vice President of Global Sales and Marketing;338.452;30;0;0;58;21238;2018;;;Corporate VP of Global Sales & Marketing and Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Michael S. McNamara;55285;VICOR CORP;President of the Brick Business Unit;308.947;0;0;0;57;21238;2018;;;Corporate VP, GM of Operations & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Patrizio Vinciarelli, Ph.D.;7853;VICOR CORP;Founder, Chairman, CEO & President;396.607;0;0;0;72;21238;2019;01/01/1981;CEO;Founder, Chairman, CEO & President;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Claudio Tuozzolo;35194;VICOR CORP;Corporate VP & Director;390.096;0;0;23.28;56;21238;2019;;;Corporate VP & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
James A. Simms;37937;VICOR CORP;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;369.587;0;0;23.28;59;21238;2019;;;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Philip D. Davies;45490;VICOR CORP;Senior VP of Global Sales & Marketing and Director;354.249;103.237;0;167.665;59;21238;2019;;;Corporate VP of Global Sales & Marketing and Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Michael S. McNamara;55285;VICOR CORP;;322.861;0;0;23.28;58;21238;2019;;;Corporate VP, GM of Operations & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Robert Gendron, P.E.;64212;VICOR CORP;Corporate Vice President of Product Marketing & Technical Resources;304.28;40;0;178.791;53;21238;2019;;;Corporate Vice President of Product Marketing & Technical Resources;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Patrizio Vinciarelli, Ph.D.;7853;VICOR CORP;Founder, Chairman, CEO & President;123.077;0;0;0;73;21238;2020;01/01/1981;CEO;Founder, Chairman, CEO & President;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Claudio Tuozzolo;35194;VICOR CORP;Corporate VP & Director;411.55;0;0;101.03;57;21238;2020;;;Corporate VP & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
James A. Simms;37937;VICOR CORP;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;387.692;0;0;22.466;60;21238;2020;;;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Philip D. Davies;45490;VICOR CORP;Senior VP of Global Sales & Marketing and Director;373.441;0;0;111.777;60;21238;2020;;;Corporate VP of Global Sales & Marketing and Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Michael S. McNamara;55285;VICOR CORP;Corporate VP, GM of Operations & Director;340.23;0;0;413.762;59;21238;2020;;;Corporate VP, GM of Operations & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Patrizio Vinciarelli, Ph.D.;7853;VICOR CORP;Founder, Chairman, CEO & President;408.309;0;0;0;74;21238;2021;01/01/1981;CEO;Founder, Chairman, CEO & President;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Richard J. Nagel, Jr.;35193;VICOR CORP;Chief Accounting Officer & Corporate VP;289.887;0;0;47.427;64;21238;2021;;;Chief Accounting Officer & Corporate VP;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Claudio Tuozzolo;35194;VICOR CORP;Corporate VP & Director;407.533;0;0;169.97;58;21238;2021;;;Corporate VP & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
James A. Simms;37937;VICOR CORP;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;123.869;0;0;0;61;21238;2021;;;CFO, Corporate VP, Treasurer, Corporate Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Philip D. Davies;45490;VICOR CORP;Corporate VP of Global Sales & Marketing and Director;372.058;60.413;0;176.807;61;21238;2021;;;Corporate VP of Global Sales & Marketing and Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Michael S. McNamara;55285;VICOR CORP;Corporate VP, GM of Operations & Director;363.114;0;0;154.401;60;21238;2021;;;Corporate VP, GM of Operations & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
James F. Schmidt;67937;VICOR CORP;Corporate VP, CFO, Treasurer, Secretary & Director;219.154;0;0;1097.038;60;21238;2021;;;Corporate VP, CFO, Treasurer, Secretary & Director;MALE;ELECTRONIC COMPONENTS, NEC;VICR;3679
Norman H. Asbjornson;38455;AAON INC;chairman & president;265.849;0;0;3.886;71;21542;2006;01/01/1989;;Founder & Executive Chairman;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Robert G. Fergus;38456;AAON INC;vice president;145.841;4;0;0;66;21542;2006;;;Vice President of Manufacturing, Vice President of AAON Canada and Vice President of AAON Properties;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Kathy I. Sheffield;38457;AAON INC;vp & treasurer;145.841;6;0;14.444;54;21542;2006;;;Senior VP - Administration, Treasurer;FEMALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
David E. Knebel;38458;AAON INC;vp-sales and technology;143.837;8;0;14.444;61;21542;2006;;;Senior Vice President of Sales and Technology;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Scott M. Asbjornson;38459;AAON INC;vp-AAON Coil Products, Inc;135.577;0;0;14.444;;21542;2006;;;VP of Finance & CFO;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Norman H. Asbjornson;38455;AAON INC;chairman & president;278.766;0;61.342;0;71;21542;2007;01/01/1989;;Founder & Executive Chairman;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Robert G. Fergus;38456;AAON INC;vice president;153.512;6;31.665;0;66;21542;2007;;;Vice President of Manufacturing, Vice President of AAON Canada and Vice President of AAON Properties;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Kathy I. Sheffield;38457;AAON INC;vp & treasurer;153.512;9;31.665;0;54;21542;2007;;;Senior VP - Administration, Treasurer;FEMALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
David E. Knebel;38458;AAON INC;vp-sales and technology;151.455;9;31.665;0;61;21542;2007;;;Senior Vice President of Sales and Technology;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Scott M. Asbjornson;38459;AAON INC;vp-AAON Coil Products, Inc;141.194;30.459;31.665;0;38;21542;2007;;;VP of Finance & CFO;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Norman H. Asbjornson;38455;AAON INC;chairman & president;291.667;0;20.399;0;72;21542;2008;01/01/1989;;Founder & Executive Chairman;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Robert G. Fergus;38456;AAON INC;vice president;159.658;21;0;0;67;21542;2008;;;Vice President of Manufacturing, Vice President of AAON Canada and Vice President of AAON Properties;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Kathy I. Sheffield;38457;AAON INC;vp & treasurer;159.661;24;0;21.33;55;21542;2008;;;Senior VP - Administration, Treasurer;FEMALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
David E. Knebel;38458;AAON INC;vp-sales and technology;159.307;24;0;86.53;62;21542;2008;;;Senior Vice President of Sales and Technology;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Scott M. Asbjornson;38459;AAON INC;vp-AAON Coil Products, Inc;146.9;36.831;0;21.33;39;21542;2008;;;VP of Finance & CFO;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Norman H. Asbjornson;38455;AAON INC;Chairman, Chief Executive Officer, President, President of AAON Canada Inc, President of AAON Properties Inc and President of AAON Coil Products Inc;296.417;0;20.706;0;73;21542;2009;01/01/1989;;Founder & Executive Chairman;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Robert G. Fergus;38456;AAON INC;Vice President, Vice President of AAON Canada Inc. and Vice President of AAON Properties Inc;162.258;6.5;0;0;68;21542;2009;;;Vice President of Manufacturing, Vice President of AAON Canada and Vice President of AAON Properties;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Kathy I. Sheffield;38457;AAON INC;Chief Financial Officer, Principal Accounting Officer, Vice President, Treasurer, Vice President of AAON Canada Inc., Vice President of AAON Properties Inc., Treasurer of AAON Canada Inc.;162.264;10;0;31.8;56;21542;2009;;;Senior VP - Administration, Treasurer;FEMALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
David E. Knebel;38458;AAON INC;Vice President of Sales and Technology;163.155;10;0;31.8;63;21542;2009;;;Senior Vice President of Sales and Technology;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Scott M. Asbjornson;38459;AAON INC;Vice President of AAON Coil Products Inc;146.9;17.818;0;31.8;40;21542;2009;;;VP of Finance & CFO;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Norman H. Asbjornson;38455;AAON INC;Chairman, Chief Executive Officer, President, President of AAON Canada Inc, President of AAON Properties Inc and President of AAON Coil Products Inc;296.417;0;23.352;0;74;21542;2010;01/01/1989;;Founder & Executive Chairman;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Robert G. Fergus;38456;AAON INC;Vice President, Vice President of AAON Canada Inc. and Vice President of AAON Properties Inc;162.258;6.5;0;0;69;21542;2010;;;Vice President of Manufacturing, Vice President of AAON Canada and Vice President of AAON Properties;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Kathy I. Sheffield;38457;AAON INC;Chief Financial Officer, Principal Accounting Officer, Vice President, Treasurer, Vice President of AAON Canada Inc., Vice President of AAON Properties Inc., Treasurer of AAON Canada Inc.;162.264;10;0;99.4;57;21542;2010;;;Senior VP - Administration, Treasurer;FEMALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
David E. Knebel;38458;AAON INC;Vice President of Sales and Technology;167.914;10;0;99.4;64;21542;2010;;;Senior Vice President of Sales and Technology;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Scott M. Asbjornson;38459;AAON INC;Vice President of AAON Coil Products Inc;146.9;15.429;0;99.4;41;21542;2010;;;VP of Finance & CFO;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Norman H. Asbjornson;38455;AAON INC;Chairman, Chief Executive Officer, President, President of AAON Canada Inc, President of AAON Properties Inc and President of AAON Coil Products Inc;345.903;0;46.468;0;75;21542;2011;01/01/1989;;Founder & Executive Chairman;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Robert G. Fergus;38456;AAON INC;Vice President, Vice President of AAON Canada Inc. and Vice President of AAON Properties Inc;171.543;0;0;0;70;21542;2011;;;Vice President of Manufacturing, Vice President of AAON Canada and Vice President of AAON Properties;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Kathy I. Sheffield;38457;AAON INC;Chief Financial Officer, Principal Accounting Officer, Vice President, Treasurer, Vice President of AAON Canada Inc., Vice President of AAON Properties Inc., Treasurer of AAON Canada Inc.;177.384;0;0;0;58;21542;2011;;;Senior VP - Administration, Treasurer;FEMALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
David E. Knebel;38458;AAON INC;Vice President of Technology & Sales;191.222;0;0;0;65;21542;2011;;;Senior Vice President of Sales and Technology;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Scott M. Asbjornson;38459;AAON INC;President of AAON Coil Products Inc;176.063;5.549;0;0;42;21542;2011;;;VP of Finance & CFO;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Norman H. Asbjornson;38455;AAON INC;Chairman, Chief Executive Officer, President, President of AAON Canada Inc, President of AAON Properties Inc and President of AAON Coil Products Inc;355.8;533.7;42.221;0;76;21542;2012;01/01/1989;;Founder & Executive Chairman;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Robert G. Fergus;38456;AAON INC;Vice President of Manufacturing, Vice President of AAON Canada and Vice President of AAON Properties;176.435;125.021;34.637;50.363;71;21542;2012;;;Vice President of Manufacturing, Vice President of AAON Canada and Vice President of AAON Properties;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Kathy I. Sheffield;38457;AAON INC;Senior Vice President of Administration, Treasurer, Vice President of AAON Properties, Vice President of AAON Canada, Treasurer of AAON Canada, Treasurer of ACP and Treasurer of AAON Properties;180.408;126.286;34.637;83.939;59;21542;2012;;;Senior VP - Administration, Treasurer;FEMALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
David E. Knebel;38458;AAON INC;Senior Vice President of Sales and Technology;195.204;136.643;34.637;83.939;66;21542;2012;;;Senior Vice President of Sales and Technology;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Scott M. Asbjornson;38459;AAON INC;Chief Financial Officer and Vice President of Finance;180.288;125.398;34.637;83.939;43;21542;2012;;;VP of Finance & CFO;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Rebecca A. Thompson;50708;AAON INC;;0;0;181.012;0;33;21542;2012;;;VP of Finance, CFO & Treasurer;FEMALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Norman H. Asbjornson;38455;AAON INC;Chairman, Chief Executive Officer, President, President of AAON Canada Inc, President of AAON Properties Inc and President of AAON Coil Products Inc;355.8;541.609;69.154;0;77;21542;2013;01/01/1989;;Founder & Executive Chairman;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
Robert G. Fergus;38456;AAON INC;Vice President of Manufacturing, Vice President of AAON Canada and Vice President of AAON Properties;178.602;126.874;0;0;72;21542;2013;;;Vice President of Manufacturing, Vice President of AAON Canada and Vice President of AAON Properties;MALE;AIR-COND & WARM AIR HEATING EQUIP & COMMERCIAL & I;AAON;3585
